Date,MA,Price,lower,upper
2016-06-02,9.6595,10.72,8.99307611877,10.3259238812
2016-06-03,9.66,10.72,8.99274324361,10.3272567564
2016-06-06,9.683,10.92,8.97975863244,10.3862413676
2016-06-07,9.7475,11.07,8.97878353732,10.5162164627
2016-06-08,9.8095,11.06,8.98653696444,10.6324630356
2016-06-09,9.8815,10.9,9.02828764906,10.7347123509
2016-06-10,9.9535,10.26,9.13450655487,10.7724934451
2016-06-13,10.008,9.97,9.22890741041,10.7870925896
2016-06-14,10.047,9.71,9.30612498391,10.7878750161
2016-06-15,10.0885,9.82,9.38779152394,10.7892084761
2016-06-16,10.1405,9.84,9.50487784312,10.7761221569
2016-06-17,10.2305,10.65,9.66349053196,10.797509468
2016-06-20,10.3155,10.85,9.79334379228,10.8376562077
2016-06-21,10.4125,11.2,9.91723956878,10.9077604312
2016-06-22,10.482,11.1,9.99302039651,10.9709796035
2016-06-23,10.544,11.32,10.0306682616,11.0573317384
2016-06-24,10.584,10.78,10.0859892202,11.0820107798
2016-06-27,10.5845,10.21,10.0868901867,11.0821098133
2016-06-28,10.595,10.48,10.102183177,11.087816823
2016-06-29,10.6195,10.81,10.1288991332,11.1101008668
2016-06-30,10.624,10.81,10.1320179721,11.1159820279
2016-07-01,10.6405,11.05,10.1396746286,11.1413253714
2016-07-05,10.627,10.65,10.1304847752,11.1235152248
2016-07-06,10.603,10.59,10.1175474168,11.0884525832
2016-07-07,10.5885,10.77,10.1131909593,11.0638090407
2016-07-08,10.592,10.97,10.1140262064,11.0699737936
2016-07-11,10.7005,12.43,10.0775488319,11.3234511681
2016-07-12,10.825,12.46,10.1132379167,11.5367620833
2016-07-13,10.961,12.43,10.2144859962,11.7075140038
2016-07-14,11.084,12.28,10.3327315989,11.8352684011
2016-07-15,11.187,11.9,10.4750782125,11.8989217875
2016-07-18,11.247,11.85,10.5321566237,11.9618433763
2016-07-19,11.255,11.01,10.5439481476,11.9660518524
2016-07-20,11.24,10.9,10.5245759447,11.9554240553
2016-07-21,11.2465,11.23,10.5318246965,11.9611753035
2016-07-22,11.2345,11.08,10.5191092345,11.9498907655
2016-07-25,11.266,11.41,10.5578415283,11.9741584717
2016-07-26,11.3215,11.32,10.6583950627,11.9846049373
2016-07-27,11.376,11.57,10.7415221791,12.0104778209
2016-07-28,11.4865,13.02,10.7687969754,12.2042030246
2016-07-29,11.578,12.64,10.8348799771,12.3211200229
