date,rsi
2016-11-08,58.2703878609
2016-11-09,59.5673476209
2016-11-10,45.9321038231
2016-11-11,41.0542894895
2016-11-14,49.6855150607
2016-11-15,54.7011455262
2016-11-16,55.8569529329
2016-11-17,59.6112182265
2016-11-18,58.6283056132
2016-11-21,63.245823389
2016-11-22,62.4390060678
2016-11-23,57.1428507653
2016-11-25,57.6086843543
2016-11-28,55.8073522579
2016-11-29,54.8746725274
2016-11-30,48.4076402694
2016-12-01,52.1440733298
2016-12-02,55.1692657006
2016-12-05,49.090910791
2016-12-06,48.2758521601
2016-12-07,64.9193763495
2016-12-08,60.6160318693
2016-12-09,58.8941419309
2016-12-12,50.0364202821
2016-12-13,54.1444103617
2016-12-14,53.7670221165
2016-12-15,54.0180312188
2016-12-16,57.4
2016-12-19,54.3560503114
2016-12-20,55.868091617
2016-12-21,52.6347807668
2016-12-22,48.4304980494
2016-12-23,45.8823589273
2016-12-27,42.7386063213
2016-12-28,27.2116798064
2016-12-29,27.2728035599
2016-12-30,34.8394659584
2017-01-03,34.9254688347
2017-01-04,34.3374177129
2017-01-05,35.8858480729
2017-01-06,31.6970116672
2017-01-09,32.1716043179
2017-01-10,34.5821549172
2017-01-11,37.2670794226
2017-01-12,43.9429635356
2017-01-13,59.1053884393
2017-01-17,56.1615721662
2017-01-18,56.8588192516
2017-01-19,54.3382166906
2017-01-20,53.558064498
2017-01-23,48.7750806791
2017-01-24,51.562477417
2017-01-25,47.2340271616
2017-01-26,43.6363553719
2017-01-27,44.2211282543
2017-01-30,45.320244364
2017-01-31,54.2372795174
2017-02-01,49.07977135
2017-02-02,55.3763622962
2017-02-03,54.787238428
2017-02-06,55.8685407069
2017-02-07,57.657632565
2017-02-08,60.6181818094
2017-02-09,34.4670166629
2017-02-10,35.8083755459
2017-02-13,31.2803562838
2017-02-14,34.4635905594
2017-02-15,35.3027312553
2017-02-16,34.4519814352
2017-02-17,33.8616714697
2017-02-21,35.0531054548
2017-02-22,35.2671755725
2017-02-23,37.1888688694
2017-02-24,37.8539400677
2017-02-27,35.5486762826
2017-02-28,37.0649040195
2017-03-01,31.384620213
2017-03-02,45.3621346887
2017-03-03,56.7567567568
2017-03-06,57.3002754821
2017-03-07,40.7521105142
2017-03-08,33.3908541846
2017-03-09,38.2789317507
2017-03-10,24.3159944012
2017-03-13,27.812047164
2017-03-14,33.962221876
2017-03-15,29.7520080595
2017-03-16,31.6521488242
2017-03-17,33.1450250212
2017-03-20,31.7220543807
2017-03-21,29.0540540541
2017-03-22,40.8450704225
2017-03-23,40.701754386
2017-03-24,41.8604651163
2017-03-27,45.9574468085
2017-03-28,50.7462686567
2017-03-29,46.2809917355
2017-03-30,45.9016393443
2017-03-31,44.5378151261
2017-04-03,46.9715698393
2017-04-04,49.5436766623
2017-04-05,49.5125348189
2017-04-06,49.0006891799
2017-04-07,55.2407932011
2017-04-10,59.765625
2017-04-11,48.6935866983
2017-04-12,47.6093591048
2017-04-13,40.2597402597
2017-04-17,42.4626006904
2017-04-18,38.7096774194
2017-04-19,38.7096774194
2017-04-20,40.2877697842
2017-04-21,45.3961456103
2017-04-24,45.1851851852
2017-04-25,48.8
2017-04-26,73.4439834025
