ADX,DI_minus,DI_plus,date
20.8247134779,17.2749650928,27.3792898187,2016-05-20
19.2001593696,19.9542563868,23.7287144229,2016-05-23
18.3627918015,17.2936867084,22.4253498913,2016-05-24
19.5350602886,14.9878601915,26.1620298356,2016-05-25
22.1748930782,12.9894776139,29.8333000147,2016-05-26
25.2281302858,11.25754635,29.734256324,2016-05-27
29.2038038667,9.7565394825,33.6499074499,2016-05-31
33.1692866861,8.45566703508,32.7361429022,2016-06-01
35.0454955398,10.1659760021,28.3713223468,2016-06-02
36.6715430277,8.81051213096,24.5884782393,2016-06-03
39.6738945799,7.6357768766,29.7845717395,2016-06-06
39.2172803945,12.0779777599,25.8132946182,2016-06-07
38.8215481299,10.4675804126,22.3715213344,2016-06-08
38.4785801893,9.0719027895,19.3886513213,2016-06-09
33.7214589877,15.888075471,16.8034974349,2016-06-10
30.4559269944,17.5247215858,14.5630308272,2016-06-13
27.6257993855,15.1880917851,12.6212931709,2016-06-14
24.096999834,13.1630126883,13.471926214,2016-06-15
24.3442172781,19.8593678661,11.6756692377,2016-06-16
25.8980450712,21.5016652971,10.1189132284,2016-06-17
25.5750413745,18.6347764137,11.5489827447,2016-06-20
25.2951048431,16.1501394255,10.0091182963,2016-06-21
27.5329398162,21.2784672352,8.67456912818,2016-06-22
25.9516558076,18.4413381564,13.4438704681,2016-06-23
27.3569751959,25.0409424747,11.6513543432,2016-06-24
30.2737564489,29.6831485736,10.0978403839,2016-06-27
28.6978153597,25.7253953268,17.7097815143,2016-06-28
26.5286357323,22.2953425388,28.6241046285,2016-06-29
24.0136427125,21.2747971123,24.8075572696,2016-06-30
24.1581937888,18.438157449,30.7944458203,2016-07-01
24.7499106523,15.9797364195,28.7789665311,2016-07-05
26.7543336602,13.8491048696,32.1482844259,2016-07-06
29.0528347812,12.0025575332,30.8584320448,2016-07-07
32.5225851472,10.4022165134,35.9080308797,2016-07-08
36.9909190233,9.01525430004,44.0704391822,2016-07-11
38.6044382528,13.0415011034,38.1943805821,2016-07-12
40.0028215816,11.3026342788,33.1017964727,2016-07-13
39.7916701267,12.7630007438,28.6882235857,2016-07-14
37.2353634023,16.3626347949,24.8631270896,2016-07-15
