date,rsi
2015-11-06,39.4507952474
2015-11-09,40.1086464709
2015-11-10,41.0850918352
2015-11-11,35.6803803039
2015-11-12,35.0515397492
2015-11-13,31.7201078508
2015-11-16,28.9356269475
2015-11-17,22.2899463156
2015-11-18,28.9674632587
2015-11-19,25.6951149194
2015-11-20,25.4807882766
2015-11-23,23.3892462193
2015-11-24,23.1858617433
2015-11-25,23.3821596322
2015-11-27,23.1643977869
2015-11-30,19.323563646
2015-12-01,20.6155580953
2015-12-02,25.0249401645
2015-12-03,27.1645169927
2015-12-04,30.6846107448
2015-12-07,30.7346430851
2015-12-08,28.1540583306
2015-12-09,29.6089499391
2015-12-10,43.8752811246
2015-12-11,42.5968077687
2015-12-14,40.829691868
2015-12-15,42.5238631924
2015-12-16,43.8923420736
2015-12-17,45.6352659335
2015-12-18,53.3267382318
2015-12-21,49.2012825923
2015-12-22,43.2744053383
2015-12-23,47.2315440887
2015-12-24,50.9963720119
2015-12-28,51.8894005734
2015-12-29,53.141834881
2015-12-30,50.0000041391
2015-12-31,45.4545454545
