date,rsi
2015-11-09,58.7532048998
2015-11-10,54.2088012716
2015-11-11,54.7730231311
2015-11-12,52.3880452631
2015-11-13,52.1418538299
2015-11-16,52.4029078836
2015-11-17,57.7776153301
2015-11-18,55.4986033434
2015-11-19,51.9902631054
2015-11-20,54.049480996
2015-11-23,56.3841308444
2015-11-24,36.8410648474
2015-11-25,48.2847438925
2015-11-27,49.4091697237
2015-11-30,54.2654369801
2015-12-01,62.0013995246
2015-12-02,61.0323026601
2015-12-03,62.1212984072
2015-12-04,67.3590093355
2015-12-07,63.0012570275
2015-12-08,56.5250030232
2015-12-09,54.055955541
2015-12-10,55.9413769851
2015-12-11,47.1583443891
2015-12-14,43.6420824665
2015-12-15,45.4564825506
2015-12-16,47.1740994577
2015-12-17,51.6152429597
2015-12-18,50.1764396799
2015-12-21,45.5351919339
2015-12-22,47.929345569
2015-12-23,54.094281325
2015-12-24,50.2007205242
2015-12-28,54.9131830084
2015-12-29,60.0615041334
2015-12-30,56.4794680845
2015-12-31,55.9924101838
