,Adj_Close,Close,Date,High,Low,Open,Symbol,Volume
0,849.880005,849.880005,2017-03-03,851.98999,846.27002,847.200012,AMZN,1941100
1,848.909973,848.909973,2017-03-02,854.820007,847.280029,853.080017,AMZN,2129200
2,853.080017,853.080017,2017-03-01,854.830017,849.01001,853.049988,AMZN,2752000
3,845.039978,845.039978,2017-02-28,854.090027,842.049988,851.450012,AMZN,2777700
4,848.640015,848.640015,2017-02-27,852.50,839.669983,842.380005,AMZN,2702300
5,845.23999,845.23999,2017-02-24,845.809998,837.75,844.690002,AMZN,3676400
6,852.190002,852.190002,2017-02-23,860.859985,848.00,857.570007,AMZN,3454600
7,855.609985,855.609985,2017-02-22,858.429993,852.179993,856.950012,AMZN,2613400
8,856.440002,856.440002,2017-02-21,857.97998,847.25,848.840027,AMZN,3490100
9,845.070007,845.070007,2017-02-17,847.27002,840.72998,842.00,AMZN,3029800
10,844.140015,844.140015,2017-02-16,845.00,839.380005,841.840027,AMZN,2708100
11,842.700012,842.700012,2017-02-15,842.809998,832.820007,834.00,AMZN,2950600
12,836.390015,836.390015,2017-02-14,838.309998,831.450012,837.00,AMZN,2787900
13,836.530029,836.530029,2017-02-13,843.00,828.549988,831.619995,AMZN,4156500
14,827.460022,827.460022,2017-02-10,828.00,822.849976,823.820007,AMZN,2425800
15,821.359985,821.359985,2017-02-09,825.00,819.710022,821.599976,AMZN,2468400
16,819.710022,819.710022,2017-02-08,821.47998,812.50,812.690002,AMZN,2848300
17,812.50,812.50,2017-02-07,816.159973,807.50,809.309998,AMZN,3461500
18,807.640015,807.640015,2017-02-06,810.719971,803.00,809.799988,AMZN,3808200
19,810.200012,810.200012,2017-02-03,818.299988,804.00,806.719971,AMZN,10838900
20,839.950012,839.950012,2017-02-02,842.48999,828.26001,836.590027,AMZN,6541700
21,832.349976,832.349976,2017-02-01,833.780029,824.940002,829.210022,AMZN,3797000
22,823.47998,823.47998,2017-01-31,826.98999,819.559998,823.75,AMZN,3112600
23,830.380005,830.380005,2017-01-30,833.50,816.380005,833.00,AMZN,3677100
24,835.77002,835.77002,2017-01-27,839.700012,829.440002,839.00,AMZN,2992200
25,839.150024,839.150024,2017-01-26,843.840027,833.00,835.530029,AMZN,3554700
26,836.52002,836.52002,2017-01-25,837.419983,825.289978,825.789978,AMZN,3922600
27,822.440002,822.440002,2017-01-24,823.98999,814.50,822.00,AMZN,2965900
28,817.880005,817.880005,2017-01-23,818.50,805.080017,806.799988,AMZN,2680900
29,808.330017,808.330017,2017-01-20,816.02002,806.26001,815.280029,AMZN,3338200
30,809.039978,809.039978,2017-01-19,813.51001,807.320007,810.00,AMZN,2529100
31,807.47998,807.47998,2017-01-18,811.72998,804.27002,809.50,AMZN,2336000
32,809.719971,809.719971,2017-01-17,816.00,803.440002,815.700012,AMZN,3659400
33,817.140015,817.140015,2017-01-13,821.650024,811.400024,814.320007,AMZN,3773500
34,813.640015,813.640015,2017-01-12,814.130005,799.50,800.309998,AMZN,4861500
35,799.02002,799.02002,2017-01-11,799.50,789.51001,793.659973,AMZN,2982400
36,795.900024,795.900024,2017-01-10,798.00,789.539978,796.599976,AMZN,2556700
37,796.919983,796.919983,2017-01-09,801.77002,791.77002,798.00,AMZN,3440100
38,795.98999,795.98999,2017-01-06,799.440002,778.47998,782.359985,AMZN,5958800
39,780.450012,780.450012,2017-01-05,782.400024,760.26001,761.549988,AMZN,5813700
40,757.179993,757.179993,2017-01-04,759.679993,754.200012,758.390015,AMZN,2495900
41,753.669983,753.669983,2017-01-03,758.76001,747.700012,757.919983,AMZN,3518600
42,749.869995,749.869995,2016-12-30,767.400024,748.280029,766.469971,AMZN,4125300
43,765.150024,765.150024,2016-12-29,773.400024,760.849976,772.400024,AMZN,3153500
