,Adj_Close,Close,Date,High,Low,Open,Symbol,Volume
0,829.080017,829.080017,2017-03-03,831.359985,825.750977,830.559998,GOOG,888900
1,830.630005,830.630005,2017-03-02,834.51001,829.640015,833.849976,GOOG,937700
2,835.23999,835.23999,2017-03-01,836.255005,827.26001,828.849976,GOOG,1491400
3,823.210022,823.210022,2017-02-28,828.539978,820.200012,825.609985,GOOG,2252300
4,829.280029,829.280029,2017-02-27,830.50,824.00,824.549988,GOOG,1099500
5,828.640015,828.640015,2017-02-24,829.00,824.200012,827.72998,GOOG,1386600
6,831.330017,831.330017,2017-02-23,832.460022,822.880005,830.119995,GOOG,1470100
7,830.76001,830.76001,2017-02-22,833.25,828.640015,828.659973,GOOG,982900
8,831.659973,831.659973,2017-02-21,833.450012,828.349976,828.659973,GOOG,1247700
9,828.070007,828.070007,2017-02-17,828.070007,821.655029,823.02002,GOOG,1597800
10,824.159973,824.159973,2017-02-16,824.400024,818.97998,819.929993,GOOG,1281700
11,818.97998,818.97998,2017-02-15,823.00,818.469971,819.359985,GOOG,1304000
12,820.450012,820.450012,2017-02-14,823.00,816.00,819.00,GOOG,1053600
13,819.23999,819.23999,2017-02-13,820.958984,815.48999,816.00,GOOG,1198100
14,813.669983,813.669983,2017-02-10,815.25,809.780029,811.700012,GOOG,1129100
15,809.559998,809.559998,2017-02-09,810.659973,804.539978,809.51001,GOOG,989700
16,808.380005,808.380005,2017-02-08,811.840027,803.190002,807.00,GOOG,1155300
17,806.969971,806.969971,2017-02-07,810.50,801.780029,803.98999,GOOG,1235200
18,801.340027,801.340027,2017-02-06,801.669983,795.25,799.700012,GOOG,1174200
19,801.48999,801.48999,2017-02-03,806.00,800.369995,802.98999,GOOG,1460400
20,798.530029,798.530029,2017-02-02,802.700012,792.00,793.799988,GOOG,1525800
21,795.695007,795.695007,2017-02-01,801.190002,791.190002,799.679993,GOOG,2023300
22,796.789978,796.789978,2017-01-31,801.25,790.52002,796.859985,GOOG,2143500
23,802.320007,802.320007,2017-01-30,815.840027,799.799988,814.659973,GOOG,3228900
24,823.309998,823.309998,2017-01-27,841.950012,820.440002,834.710022,GOOG,2951800
25,832.150024,832.150024,2017-01-26,838.00,827.01001,837.809998,GOOG,2734400
26,835.669983,835.669983,2017-01-25,835.77002,825.059998,829.619995,GOOG,1494500
27,823.869995,823.869995,2017-01-24,825.900024,817.820984,822.299988,GOOG,1461000
28,819.309998,819.309998,2017-01-23,820.869995,803.73999,807.25,GOOG,1901600
29,805.02002,805.02002,2017-01-20,806.909973,801.690002,806.909973,GOOG,1645000
30,802.174988,802.174988,2017-01-19,809.47998,801.799988,805.119995,GOOG,912000
31,806.070007,806.070007,2017-01-18,806.205017,800.98999,805.809998,GOOG,1293300
32,804.609985,804.609985,2017-01-17,807.140015,800.369995,807.080017,GOOG,1355800
33,807.880005,807.880005,2017-01-13,811.223999,806.690002,807.47998,GOOG,1090100
34,806.359985,806.359985,2017-01-12,807.390015,799.169983,807.140015,GOOG,1351000
35,807.909973,807.909973,2017-01-11,808.150024,801.369995,805.00,GOOG,1057900
36,804.789978,804.789978,2017-01-10,809.130005,803.51001,807.859985,GOOG,1174300
37,806.650024,806.650024,2017-01-09,809.966003,802.830017,806.400024,GOOG,1272400
38,806.150024,806.150024,2017-01-06,807.900024,792.203979,795.26001,GOOG,1620500
39,794.02002,794.02002,2017-01-05,794.47998,785.02002,786.080017,GOOG,1315400
40,786.900024,786.900024,2017-01-04,791.340027,783.159973,788.359985,GOOG,1065400
41,786.140015,786.140015,2017-01-03,789.630005,775.799988,778.809998,GOOG,1643100
42,771.820007,771.820007,2016-12-30,782.780029,770.409973,782.75,GOOG,1760200
43,782.789978,782.789978,2016-12-29,785.929993,778.919983,783.330017,GOOG,742200
44,785.049988,785.049988,2016-12-28,794.22998,783.200012,793.700012,GOOG,1132700
45,791.549988,791.549988,2016-12-27,797.859985,787.656982,790.679993,GOOG,789100
46,789.909973,789.909973,2016-12-23,792.73999,787.280029,790.900024,GOOG,623400
47,791.26001,791.26001,2016-12-22,793.320007,788.580017,792.359985,GOOG,969100
48,794.559998,794.559998,2016-12-21,796.676025,787.099976,795.840027,GOOG,1208700
49,796.419983,796.419983,2016-12-20,798.650024,793.27002,796.76001,GOOG,925100
50,794.200012,794.200012,2016-12-19,797.659973,786.27002,790.219971,GOOG,1225900
51,790.799988,790.799988,2016-12-16,800.856018,790.289978,800.400024,GOOG,2428300
52,797.849976,797.849976,2016-12-15,803.00,792.919983,797.340027,GOOG,1623700
53,797.070007,797.070007,2016-12-14,804.00,794.01001,797.400024,GOOG,1664500
54,796.099976,796.099976,2016-12-13,804.380005,793.340027,793.900024,GOOG,2119800
55,789.27002,789.27002,2016-12-12,791.25,784.35498,785.039978,GOOG,2097100
56,789.289978,789.289978,2016-12-09,789.429993,779.020996,780.00,GOOG,1780500
57,776.419983,776.419983,2016-12-08,778.179993,767.22998,772.47998,GOOG,1448200
58,771.190002,771.190002,2016-12-07,771.359985,755.799988,761.00,GOOG,1750800
59,759.109985,759.109985,2016-12-06,768.830017,757.340027,764.72998,GOOG,1632800
60,762.52002,762.52002,2016-12-05,763.900024,752.900024,757.710022,GOOG,1382900
61,750.50,750.50,2016-12-02,754.00,743.099976,744.590027,GOOG,1448700
62,747.919983,747.919983,2016-12-01,759.849976,737.025024,757.440002,GOOG,2996900
63,758.039978,758.039978,2016-11-30,772.98999,754.830017,770.070007,GOOG,2365800
64,770.840027,770.840027,2016-11-29,778.50,768.23999,771.530029,GOOG,1604500
65,768.23999,768.23999,2016-11-28,779.530029,759.799988,760.00,GOOG,2172200
66,761.679993,761.679993,2016-11-25,765.00,760.52002,764.26001,GOOG,586000
67,760.98999,760.98999,2016-11-23,768.28302,755.25,767.72998,GOOG,1477400
68,768.27002,768.27002,2016-11-22,776.960022,767.00,772.630005,GOOG,1591800
69,769.200012,769.200012,2016-11-21,769.700012,760.599976,762.609985,GOOG,1323000
70,760.539978,760.539978,2016-11-18,775.00,760.00,771.369995,GOOG,1526200
71,771.22998,771.22998,2016-11-17,772.700012,764.22998,766.919983,GOOG,1287000
72,764.47998,764.47998,2016-11-16,766.359985,750.51001,755.200012,GOOG,1465200
73,758.48999,758.48999,2016-11-15,764.416016,746.969971,746.969971,GOOG,2341200
74,736.080017,736.080017,2016-11-14,757.849976,727.539978,755.599976,GOOG,3631700
75,754.02002,754.02002,2016-11-11,760.780029,750.380005,756.539978,GOOG,2394000
76,762.559998,762.559998,2016-11-10,791.169983,752.179993,791.169983,GOOG,4740100
77,785.309998,785.309998,2016-11-09,791.22699,771.669983,779.940002,GOOG,2602700
78,790.51001,790.51001,2016-11-08,795.632996,780.190002,783.400024,GOOG,1350800
79,782.52002,782.52002,2016-11-07,785.190002,772.549988,774.50,GOOG,1585100
80,762.02002,762.02002,2016-11-04,770.359985,750.560974,750.659973,GOOG,2134800
81,762.130005,762.130005,2016-11-03,769.950012,759.030029,767.25,GOOG,1943200
82,768.700012,768.700012,2016-11-02,781.650024,763.450012,778.200012,GOOG,1872400
83,783.609985,783.609985,2016-11-01,789.48999,775.539978,782.890015,GOOG,2406400
84,784.539978,784.539978,2016-10-31,796.859985,784.00,795.469971,GOOG,2427300
85,795.369995,795.369995,2016-10-28,815.48999,793.590027,808.349976,GOOG,4269900
86,795.349976,795.349976,2016-10-27,803.48999,791.50,801.00,GOOG,2749200
87,799.070007,799.070007,2016-10-26,806.97998,796.320007,806.340027,GOOG,1647700
88,807.669983,807.669983,2016-10-25,816.679993,805.140015,816.679993,GOOG,1576400
89,813.109985,813.109985,2016-10-24,815.179993,804.820007,804.900024,GOOG,1697500
90,799.369995,799.369995,2016-10-21,799.50,794.00,795.00,GOOG,1266200
