,Adj_Close,Close,Date,High,Low,Open,Symbol,Volume
0,139.779999,139.779999,2017-03-03,139.830002,138.589996,138.779999,AAPL,21108100
1,138.960007,138.960007,2017-03-02,140.279999,138.759995,140.00,AAPL,26211000
2,139.789993,139.789993,2017-03-01,140.149994,137.600006,137.889999,AAPL,36414600
3,136.990005,136.990005,2017-02-28,137.440002,136.699997,137.080002,AAPL,23482900
4,136.929993,136.929993,2017-02-27,137.440002,136.279999,137.139999,AAPL,20257400
5,136.660004,136.660004,2017-02-24,136.660004,135.279999,135.910004,AAPL,21776600
6,136.529999,136.529999,2017-02-23,137.479996,136.300003,137.380005,AAPL,20788200
7,137.110001,137.110001,2017-02-22,137.119995,136.110001,136.429993,AAPL,20836900
8,136.699997,136.699997,2017-02-21,136.75,135.979996,136.229996,AAPL,24507200
9,135.720001,135.720001,2017-02-17,135.830002,135.100006,135.100006,AAPL,22198200
10,135.350006,135.350006,2017-02-16,135.899994,134.839996,135.669998,AAPL,22584600
11,135.509995,135.509995,2017-02-15,136.270004,134.619995,135.520004,AAPL,35623100
12,135.020004,135.020004,2017-02-14,135.089996,133.25,133.470001,AAPL,33226200
13,133.289993,133.289993,2017-02-13,133.820007,132.75,133.080002,AAPL,23035400
14,132.119995,132.119995,2017-02-10,132.940002,132.050003,132.460007,AAPL,20065500
15,132.419998,132.419998,2017-02-09,132.449997,131.119995,131.649994,AAPL,28349900
16,131.469994,132.039993,2017-02-08,132.220001,131.220001,131.350006,AAPL,23004100
17,130.962201,131.529999,2017-02-07,132.089996,130.449997,130.539993,AAPL,38183800
18,129.727549,130.289993,2017-02-06,130.50,128.899994,129.130005,AAPL,26845900
19,128.522781,129.080002,2017-02-03,129.190002,128.160004,128.309998,AAPL,24507300
20,127.975152,128.529999,2017-02-02,129.389999,127.779999,127.980003,AAPL,33710400
21,128.194203,128.75,2017-02-01,130.490005,127.010002,127.029999,AAPL,111985000
22,120.826147,121.349998,2017-01-31,121.389999,120.620003,121.150002,AAPL,49201000
23,121.104937,121.629997,2017-01-30,121.629997,120.660004,120.93,AAPL,30377500
24,121.423555,121.949997,2017-01-27,122.349998,121.599998,122.139999,AAPL,20562900
25,121.413604,121.940002,2017-01-26,122.440002,121.599998,121.669998,AAPL,26337600
26,121.353858,121.879997,2017-01-25,122.099998,120.279999,120.419998,AAPL,32377600
27,119.452107,119.970001,2017-01-24,120.099998,119.50,119.550003,AAPL,23211000
28,119.561633,120.080002,2017-01-23,120.809998,119.769997,120.00,AAPL,22050200
29,119.481976,120.00,2017-01-20,120.449997,119.730003,120.449997,AAPL,32597900
30,119.262925,119.779999,2017-01-19,120.089996,119.370003,119.400002,AAPL,25597300
31,119.472017,119.989998,2017-01-18,120.50,119.709999,120.00,AAPL,23713000
32,119.481976,120.00,2017-01-17,120.239998,118.220001,118.339996,AAPL,34439800
33,118.526121,119.040001,2017-01-13,119.620003,118.809998,119.110001,AAPL,26111900
34,118.735214,119.25,2017-01-12,119.300003,118.209999,118.900002,AAPL,27086200
35,119.233055,119.75,2017-01-11,119.93,118.599998,118.739998,AAPL,27588600
36,118.595819,119.110001,2017-01-10,119.379997,118.300003,118.769997,AAPL,24462100
