Close_Price,Date,High,Low
254.509995,2016-04-15,254.600006,249.119995
251.860001,2016-04-14,256.839996,251.050003
254.529999,2016-04-13,255.50,247.330002
247.820007,2016-04-12,251.800003,243.630005
249.919998,2016-04-11,258.98999,245.300003
250.070007,2016-04-08,260.820007,248.020004
257.200012,2016-04-07,269.339996,254.509995
265.420013,2016-04-06,267.73999,253.449997
255.470001,2016-04-05,256.559998,240.00
246.990005,2016-04-04,252.119995,243.639999
237.589996,2016-04-01,247.899994,233.25
229.770004,2016-03-31,237.419998,225.009995
226.889999,2016-03-30,235.50,226.50
230.130005,2016-03-29,232.380005,225.330002
230.259995,2016-03-28,234.809998,225.00
227.75,2016-03-24,228.889999,215.00
222.580002,2016-03-23,234.729996,222.029999
234.240005,2016-03-22,238.990005,232.559998
238.320007,2016-03-21,239.880005,235.00
232.740005,2016-03-18,234.479996,228.059998
226.380005,2016-03-17,228.50,220.00
221.929993,2016-03-16,222.580002,217.020004
218.339996,2016-03-15,218.970001,211.50
215.149994,2016-03-14,216.720001,210.639999
207.50,2016-03-11,209.419998,205.330002
205.179993,2016-03-10,213.289993,200.669998
208.720001,2016-03-09,209.369995,202.789993
202.600006,2016-03-08,207.50,202.199997
205.289993,2016-03-07,209.699997,197.399994
201.039993,2016-03-04,204.029999,197.50
195.740005,2016-03-03,197.419998,184.220001
