Close_Price,Date,High,Low
45.91,2017-03-03,46.00,45.599998
45.939999,2017-03-02,46.130001,45.619999
46.240002,2017-03-01,46.41,45.889999
45.66,2017-02-28,45.75,45.25
45.709999,2017-02-27,45.740002,45.240002
45.549999,2017-02-24,45.549999,44.950001
45.41,2017-02-23,46.139999,45.290001
45.98,2017-02-22,46.349998,45.450001
45.50,2017-02-21,45.610001,45.099998
45.099998,2017-02-17,45.34,44.790001
45.16,2017-02-16,45.689999,45.009998
45.650002,2017-02-15,46.720001,44.639999
45.02,2017-02-14,45.580002,44.900002
45.459999,2017-02-13,45.57,44.939999
45.029999,2017-02-10,45.23,44.959999
45.080002,2017-02-09,45.240002,44.82
45.07,2017-02-08,45.189999,44.34
44.369999,2017-02-07,44.59,44.189999
44.419998,2017-02-06,44.529999,43.560001
43.709999,2017-02-03,43.990002,43.66
43.689999,2017-02-02,44.00,43.580002
43.779999,2017-02-01,44.259998,43.709999
44.07,2017-01-31,44.150002,43.669998
43.93,2017-01-30,44.220001,43.709999
44.419998,2017-01-27,44.709999,44.23
44.549999,2017-01-26,45.080002,44.400002
44.939999,2017-01-25,45.00,44.09
43.900002,2017-01-24,44.220001,43.43
42.400002,2017-01-23,42.450001,41.84
42.049999,2017-01-20,42.540001,41.869999
42.09,2017-01-19,42.189999,41.900002
42.029999,2017-01-18,42.150002,41.799999
41.990002,2017-01-17,42.18,41.84
42.27,2017-01-13,42.459999,42.02
42.110001,2017-01-12,42.459999,41.700001
42.59,2017-01-11,42.59,42.07
42.299999,2017-01-10,42.369999,41.540001
41.34,2017-01-09,41.66,41.130001
41.23,2017-01-06,41.34,40.849998
41.34,2017-01-05,41.369999,40.240002
40.060001,2017-01-04,40.25,38.919998
38.900002,2017-01-03,39.18,38.639999
38.669998,2016-12-30,39.00,38.43
38.639999,2016-12-29,38.93,38.48
38.73,2016-12-28,39.220001,38.709999
38.919998,2016-12-27,39.07,38.50
38.66,2016-12-23,38.810001,38.369999
38.50,2016-12-22,38.790001,38.259998
39.150002,2016-12-21,39.32,38.970001
39.16,2016-12-20,39.18,38.240002
38.419998,2016-12-19,38.790001,38.27
38.610001,2016-12-16,39.220001,38.419998
38.41,2016-12-15,40.00,38.25
40.91,2016-12-14,41.529999,40.830002
41.470001,2016-12-13,41.790001,41.139999
41.299999,2016-12-12,41.529999,41.130001
41.759998,2016-12-09,41.799999,41.439999
41.41,2016-12-08,41.599998,40.419998
40.52,2016-12-07,40.57,39.75
39.970001,2016-12-06,40.419998,39.880001
40.200001,2016-12-05,40.389999,39.849998
40.07,2016-12-02,40.32,39.580002
39.630001,2016-12-01,41.040001,39.529999
41.02,2016-11-30,41.669998,40.880001
41.599998,2016-11-29,41.830002,41.119999
41.450001,2016-11-28,41.700001,40.740002
40.869999,2016-11-25,41.080002,40.709999
40.959999,2016-11-23,40.98,40.549999
41.009998,2016-11-22,41.400002,40.830002
